Sponsor Submitted Date,Proposal State,Principal Investigator,Last Name,First Name,Lead Department,Proposal Title,Prime Sponsor,Proposal Requested Total Amt,CO PI Name
10/21/2019,Not Funded,Mathias Vuille,Vuille,Mathias,010 Atmospheric and Environmental Sciences,Collaborative Research: Deconvolving regional to remote hydroclimate signals in the tropical high Andes using multiple  co-located proxy systems and models,National Science Foundation,95900,
10/21/2019,Not Funded,Qiang Zhang,Zhang,Qiang,010 Chemistry,Discovery of Unusual Chemical Properties of Petroleum Extracts - Dearomatization of Phenol  Naphthalenol  and Athracenol,American Chemical Society,110000,
10/22/2019,Not Funded,Elizabeth Vasquez,Vasquez,Elizabeth,010 Epidemiology & Biostatistics,Adaptive Web-based Respondent Driven Sampling,National Institute on Minority Health & Health Disparities,291927,
10/23/2019,Awarded,Alexander Shekhtman,Shekhtman,Alexander,010 Chemistry,Targeting RAGE/DIAPH1:  Novel Therapeutic Strategy for Diabetic Complications,National Institutes of Health,455203,
10/23/2019,Awarded,Andrea Lang,Lang,Andrea,010 Atmospheric and Environmental Sciences,Assessing the influence of lower stratospheric dynamics in North American winter extreme events,National Oceanic and Atmospheric Administration,460281,
10/23/2019,Not Funded,Dola Saha,Saha,Dola,010 Electrical & Comp Engr,Vibration Auditing for Machinery Evolving CoNditions Diagnosis (VA-MEND) System,US Air Force Research Laboratory,32636,
10/24/2019,Awarded,Alex Valm,Valm,Alex,010 Biology,Genus-level spatial relationships within model oral biofilms,Colgate Palmolive Company,40920,
10/24/2019,Awarded,Susan Dietzel,Dietzel,Susan,010 Center for Human Services Research,Training Needs Assessment,NYS Office of Victim Services,47458,Rose Greene
10/24/2019,Not Funded,Jiping Liu,Liu,Jiping,010 Atmospheric and Environmental Sciences,Development of satellite-based melt pond data set to improve the understanding and prediction of Arctic sea ice,National Oceanic and Atmospheric Administration,369976,
10/24/2019,Not Funded,Lucy Sorensen,Sorensen,Lucy,010 Center for Policy Research,A coincidence - or something more? Did U.S. Bans on Lead (Pb) Reduce the Teenage Birth Rate?,National Institutes of Health,384321,Ashley Fox : Lawrence Schell : Kathleen Strully
10/28/2019,Awarded,Amirreza Masoumzadeh-Tork,Masoumzadeh-Tork,Amirreza,010 Computer Science,NSF Student Travel Grant for IEEE TPS 2019,National Science Foundation,15000,
10/29/2019,Awarded,Siwei Lyu,Lyu,Siwei,010 Computer Science,Semantic Information Defender (SID),Defense Advanced Research Projects Agency (DARPA),799891,Ming-Ching Chang
10/30/2019,Awarded,David Holtgrave,Holtgrave,David,010 Biomedical Science,GRAs 6181-01 Adamek  Nourmohammadi  Moheimanian  and Swift - Center for Adaptive Neurotechnologies,National Inst of Biomedical Imaging and Bioenginee,103435,
10/30/2019,Awarded,Jason Lane,Lane,Jason,010 Dean - School of Education,The Institute of Leadership and Governance in Higher Education,Association of Governing Boards LLC,24682,
10/30/2019,Awarded,Marina Petrukhina,Petrukhina,Marina,010 Chemistry,Twisted and Doped Nanocarbons: Stepwise Build-up of Charge and Metal Intercalation,National Science Foundation,500214,
10/30/2019,Not Funded,JoEllen Welsh,Welsh,JoEllen,010 Environmental Health Sciences,Vitamin K: Body Pools and Function in Breast Cancer - Resubmission,National Institutes of Health,1942033,
10/31/2019,Awarded,Kathleen Strully,Strully,Kathleen,010 Sociology,Do Local Minimum Wage Policies Improve Birth Outcomes and Disparities in Birth Outcomes?,National Institutes of Health,58555,Allison Appleton
10/31/2019,Not Funded,Jeremy Feldblyum,Feldblyum,Jeremy,010 Chemistry,Metallopolymers of Intrinsic Microporosity,National Science Foundation,409294,
10/31/2019,Not Funded,John Berglund,Berglund,John,010 Biology,Development of diamidine-based small molecules for the treatment of myotonic dystrophy,National Institutes of Health,1046961,
10/31/2019,Not Funded,Maksim Royzen,Royzen,Maksim,010 Chemistry,Development and investigation of imaging probes for ribosomal RNA.,National Science Foundation,449735,Gabriele Fuchs
11/1/2019,Awarded,Kristin Christodulu,Christodulu,Kristin,010 Psychology,OPWDD Family Support Services 2020,NYS Office For People with Dev Disabilities,61419,
11/1/2019,Not Funded,Havidan Rodriguez,Rodriguez,Havidan,010 The Graduate School,LSAMP BD: 2020 SUNY Louis Stokes Alliances for Minority Participation (LSAMP) Bridge to the Doctorate (BD) Cohort at University at Albany,National Science Foundation,1075000,Kevin Williams : Shanise Kent
11/1/2019,Not Funded,John Welch,Welch,John,010 Chemistry,The Utility of Light Harvesting by De Novo Designed Peptides,National Science Foundation,463743,
11/5/2019,Not Funded,Oliver Elison Timm,Elison Timm,Oliver,010 Atmospheric and Environmental Sciences,Subaward:  Modeling the influence of temperature on the evolution of abovirus transmission dynamics,National Science Foundation,100847,
11/5/2019,Not Funded,Siwei Lyu,Lyu,Siwei,010 Computer Science,SemaFor TA4: Development of media falsification challenges and threat models,Defense Advanced Research Projects Agency (DARPA),795039,
11/6/2019,Not Funded,Bijan Dey,Dey,Bijan,010 The RNA Institute,Reversible RNA Methylation in Myogenesis and Duchenne Muscular Dystrophy.,National Institutes of Health,1931250,
11/8/2019,Awarded,William Hedberg,Hedberg,William,010 Office of Access and Academic Support,Collegiate Science Technology Entry Program,NYS Education Department,450000,Mayra Santiago
11/8/2019,Awarded,William Hedberg,Hedberg,William,010 Office of Access and Academic Support,Collegiate Science Technology Entry Program (CSTEP),NYS Education Department,400000,
11/8/2019,Awarded,William Hedberg,Hedberg,William,010 Office of Access and Academic Support,Science Technology Entry Program (STEP),NYS Education Department,400000,
11/8/2019,Awarded,William Hedberg,Hedberg,William,010 Office of Access and Academic Support,Science and Technology Entry Program,NYS Education Department,424999,Mayra Santiago
11/12/2019,Not Funded,Kara Sulia,Sulia,Kara,010 Atmospheric Sciences Research Center,A Cornell-Albany collaboration to expand the digital infrastructure and decision support for NY field crop producers: Data Integration and Soil Impact Tool,New York Farm Viability Institute Incorporated,71230,
11/13/2019,Not Funded,Junhong Wang,Wang,Junhong,010 Atmospheric and Environmental Sciences,A Scoping Study to Develop a Hydrological Observations System Simulation Experiment (OSSE) Testbed in New York (HOT-NY),NASA Earth Science Enterprise,75064,
11/13/2019,Not Funded,Pradeep Atrey,Atrey,Pradeep,010 Computer Science,Media-rich Fake News Identification,Defense Advanced Research Projects Agency (DARPA),499999,
11/14/2019,Awarded,Wendy Turner,Turner,Wendy,010 Biology,Investigating Survival Mechanisms of Remnant Northern Long-eared Bat (Myotis septentrionalis) Populations,US Fish and Wildlife Service,175000,
11/14/2019,Not Funded,Chinwe Ekenna,Ekenna,Chinwe,010 Computer Science,RI:Small: An Approximate Optimal Motion Planning Algorithm via Topology Equivalences,National Science Foundation,499883,Weifu Wang
11/14/2019,Not Funded,Hany Elgala,Elgala,Hany,010 Electrical & Comp Engr,Collaborative Research: CNS Core: Small: VLC-backscatter design for real-time tracking and control of automated and scalable warehouses,National Science Foundation,160597,
11/14/2019,Not Funded,Jeong-Hyon Hwang,Hwang,Jeong-Hyon,010 Computer Science,III: Small: IsoSky: Isomorphic Subgraph Skyline Search in Large Multi-Attributed Graphs,National Science Foundation,499837,Petko Bogdanov
11/14/2019,Not Funded,Jiping Liu,Liu,Jiping,010 Atmospheric and Environmental Sciences,Cyclone activities and their compound relationships with and integrated effects on sea ice in the Southern Ocean,National Science Foundation,349999,
11/14/2019,Not Funded,Mei-Hwa Chen,Chen,Mei-Hwa,010 Computer Science,Collaborative Research: SHF: Small: Behavior-driven software modeling  testing  and monitoring,National Science Foundation,297688,
11/14/2019,Not Funded,Michael Bloom,Bloom,Michael,010 Environmental Health Sciences,Racial Disparities Associated with Maternal Exposure to Environmental Endocrine Disrupting Compounds in a Southeastern U.S. Community - Resubmission,National Institutes of Health,437124,Edward Valachovic
11/14/2019,Not Funded,Pinka Chatterji,Chatterji,Pinka,010 Economics,Effects of the ACA Dependent Care Provision on Food Assistance Program Participation and Food Expenditures,US Department of Agriculture,49587,Baris Yoruk
11/14/2019,Not Funded,Siwei Lyu,Lyu,Siwei,010 Computer Science,RI: Small: A Study of New Aggregate Losses for Machine Learning,National Science Foundation,498834,Yiming Ying
11/14/2019,Not Funded,Tse-Chuan Yang,Yang,Tse-Chuan,010 Sociology,Impacts of Dual Eligibility Status and Neighborhood Social Isolation on Opioid Use Disorder and Mortality among Medicare Beneficiaries  2000-2018,National Institutes of Health,424875,
11/14/2019,Not Funded,Yiming Ying,Ying,Yiming,010 Mathematics & Statistics,III: Deep Learning with Big Imbalanced Data,National Science Foundation,232195,
11/15/2019,Awarded,Christopher Thorncroft,Thorncroft,Christopher,010 Atmospheric Sciences Research Center,NYSDOT Buffalo Wind Sensor Installation,NYS Department of Transportation,9942,
11/15/2019,Awarded,Hannah Shorrock,Shorrock,Hannah,010 The RNA Institute,A CAG expansion-selective small molecule screen for multiple spinocerebellar ataxias,National Ataxia Foundation,35000,
11/15/2019,Not Funded,Ashley Fox,Fox,Ashley,010 Center for Policy Research,Left Behind: Immigrant Medicaid policy inclusion and maternal and infant health,Icahn School of Medicine at Mount Sinai,12515,
11/15/2019,Not Funded,Aveek Dutta,Dutta,Aveek,010 Electrical & Comp Engr,SenseChain: Blockchain based Reputation System for Distributed Spectrum Enforcement,US Air Force Research Laboratory,25000,
11/15/2019,Not Funded,Daphney-Stavroula Zois,Zois,Daphney-Stavroula,010 Electrical & Comp Engr,SaTC: CORE: Small: From Cyber-bullying Detection to Mitigation: Predictive Analytics and Algorithmic Interventions,National Science Foundation,499716,Charalampos Chelmis
11/15/2019,Not Funded,Justin Minder,Minder,Justin,010 Atmospheric and Environmental Sciences,Snowed Under: The influence of beneath-canopy snow dynamics on ecosystem processes in eastern United States temperate forests,NASA Earth Science Enterprise,182832,
11/18/2019,Awarded,Prashanth Kasturi Rangan,Kasturi Rangan,Prashanth,010 Biology,Role of RNA degradation in germline stem cell to oocyte transition,National Institutes of Health,1906719,
11/18/2019,Not Funded,Dola Saha,Saha,Dola,010 Electrical & Comp Engr,Learning to Secure A Waveform Using Adversarial Neural Networks,US Air Force Research Laboratory,24999,
11/19/2019,Awarded,Li Niu,Niu,Li,010 Chemistry,RNA-Based Potentiators for AMPA and Kainate Receptors,National Institutes of Health,2360166,
11/20/2019,Awarded,Eugene Monaco,Monaco,Eugene,010 Professional Development Program,NYS STD/HIV Prevention Training Center DISTC 3750-11,Centers for Disease Control and Prevention,109876,
11/20/2019,Awarded,Mary McCarthy,McCarthy,Mary,010 School of Social Welfare,ST07 Social Work Education Consortium,NYS Office of Children and Family Services,350000,
11/20/2019,Awarded,Nicholas Bassill,Bassill,Nicholas,010 Atmospheric Sciences Research Center,Using NYS Mesonet Data For ISM-Based Renewable  Load  and Outage Forecasts,New York State Energy Research and Development Authority,528313,Kara Sulia
11/20/2019,Awarded,Victor Asal,Asal,Victor,010 Center for Policy Research,Countering and Stopping Violence by Hate Groups,US Department of Homeland Security,325291,
11/20/2019,Awarded,Victor Asal,Asal,Victor,010 Center for Policy Research,Violent Non-State Rivalry and Organizational Behavior,National Science Foundation,71622,Randy Rethemeyer
11/20/2019,Not Funded,Ashley Fox,Fox,Ashley,010 Center for Policy Research,Administrative Simplification and the Spillover Effects of the Affordable Care Act on Safety-Net Program Participation,Robert Wood Johnson Foundation,150000,
11/20/2019,Not Funded,Donald Boyd,Boyd,Donald,010 Center for Policy Research,Public Pension Plan Policy Analysis - A Web Model,Searle Freedom Trust,683871,Gang Chen
11/20/2019,Not Funded,Rixiang Huang,Huang,Rixiang,010 Envir & Sust Engr,Exploring the dynamic interaction between pyrogenic carbon and extracellular enzymes and its impacts on organic matter cycling in fire-impacted environments,National Science Foundation,392331,
11/20/2019,Not Funded,Susan Dietzel,Dietzel,Susan,010 Center for Human Services Research,Juvenile Justice Coordination and Research,Albany County Department for Children Youth and Families,51038,
11/21/2019,Awarded,Ricky Chi Yeung Leung,Leung,Ricky Chi Yeung,Setup Business Group,EAGER: Developing a data analytics platform for pain management and alternative treatment,National Science Foundation,50000,
11/22/2019,Not Funded,Vivek Jain,Jain,Vivek,010 Physics,Experimental Particle Physics Research SUNY Albany,National Science Foundation,586655,
11/26/2019,Not Funded,Cecilia Levy,Levy,Cecilia,010 Physics,Developing a Paleo-Detector: or How to Use Gyr Old Rocks to Look for Dark Matter,National Science Foundation,51912,
11/26/2019,Not Funded,Eugene Monaco,Monaco,Eugene,010 Professional Development Program,STD/HIV Disease Intervention Training Centers,Centers for Disease Control and Prevention,1000000,
11/27/2019,Awarded,Annalisa Scimemi,Scimemi,Annalisa,010 Biology,Homeostatic control of hippocampal synaptic transmission,National Science Foundation,2241310,Damian Zuloaga
12/2/2019,Not Funded,Mustafa Aksoy,Aksoy,Mustafa,010 Electrical & Comp Engr,Wide-Band and Wide-Temperature-Range Permittivity Measurement System for Future Planetary Remote Sensing Missions,NASA Headquarters,200000,
12/2/2019,Not Funded,Penghang Yin,Yin,Penghang,010 Mathematics & Statistics,Computational Methods For Compressing Deep Neural Networks,National Science Foundation,290917,Yiming Ying
12/3/2019,Not Funded,DeeDee Bennett,Bennett,DeeDee,010 Emergency Management,NSF INCLUDES Planning Grant: Bridging Disaster-related Initiatives to Broaden STEM Participation among Underrepresented Groups,National Science Foundation,99982,
12/3/2019,Not Funded,Zawadi Rucks-Ahidiana,Rucks-Ahidiana,Zawadi,010 Sociology,RSF Pipeline - Portraits of Gentrification,Russell Sage Foundation,29768,
12/4/2019,Awarded,Louise M Burkhart,Burkhart,Louise M,010 Anthropology,Passion Plays of Eighteenth-Century Mexico: Nahuatl and Spanish Festival Performances Under the Eye of the Inquisition,National Endowment for the Humanities,146180,
12/4/2019,Not Funded,Yunlong Feng,Feng,Yunlong,010 Mathematics & Statistics,Collaborative Research: Mathematical Foundation of Learning with Information-Theoretic Criteria from Non-Gaussian Data,National Science Foundation,202587,Yiming Ying
12/6/2019,Awarded,Dawn Bleyenburg,Bleyenburg,Dawn,010 SPH Continuing Education,Fluoride Varnish Public Health Detailing Training for LHDs,Health Research Inc,24153,
12/6/2019,Awarded,Eugene Monaco,Monaco,Eugene,010 Professional Development Program,CONNECTIONS Training (CONN01),Department of Health and Human Services,1795275,
